-0.100611,-0.102242
0.022721,-0.223617
0.143117,-0.337487
0.259924,-0.442221
0.370857,-0.534557
0.469719,-0.611885
0.557813,-0.672246
0.627962,-0.714009
0.681145,-0.736522
0.715404,-0.737501
0.730087,-0.717598
0.723887,-0.679424
0.697459,-0.620368
0.652107,-0.544346
0.586199,-0.453641
0.506914,-0.350212
0.410989,-0.236994
0.304623,-0.117251
0.189122,0.006081
0.068726,0.128761
-0.053627,0.247199
-0.174349,0.360090
-0.289198,0.461562
-0.396869,0.550309
-0.494425,0.623395
-0.578278,0.678535
-0.644512,0.715404
-0.693780,0.732371
-0.722818,0.728782
-0.732933,0.704311
-0.721840,0.659285
-0.690517,0.597945
-0.640597,0.519639
-0.572732,0.424693
-0.487900,0.320937
-0.391649,0.207067
-0.282999,0.087650
-0.164887,-0.035682
-0.046449,-0.157383
0.076231,-0.274189
0.196952,-0.383165
0.311801,-0.483332
0.416862,-0.567185
0.512787,-0.638639
0.592398,-0.690191
0.656675,-0.722166
0.700722,-0.734891
0.726824,-0.727060
0.732044,-0.700305
0.716709,-0.653322
0.681145,-0.587414
0.626005,-0.505519
0.554550,-0.410246
0.465804,-0.302575
0.366289,-0.186421
0.254377,-0.065373
0.136265,0.057633
0.012607,0.179660
-0.109420,0.295161
-0.230469,0.403159
-0.343360,0.499736
-0.446137,0.581958
-0.537494,0.648518
-0.615474,0.696807
-0.673877,0.725519
-0.714335,0.733023
-0.734891,0.720625
-0.734238,0.688323
-0.714009,0.635793
-0.672898,0.566949
-0.613190,0.481138
-0.537494,0.382603
-0.445810,0.272322
-0.341076,0.154537
-0.228185,0.033815
-0.110073,-0.089844
0.012280,-0.210892
0.134308,-0.325088
0.252093,-0.430149
0.363679,-0.524769
0.464498,-0.602749
0.551940,-0.665068
0.623068,-0.708136
0.677883,-0.731302
0.713773,-0.733912
0.730739,-0.715967
0.726824,-0.679750
0.703658,-0.624283
0.658306,-0.550219
0.596314,-0.460493
0.517029,-0.359674
0.423714,-0.247435
0.317674,-0.129323
0.203804,-0.006970
0.083409,0.115384
-0.041229,0.234148
-0.161624,0.345734
-0.280715,0.448185
-0.389038,0.539868
-0.488226,0.612954
-0.574363,0.670705
-0.644838,0.710184
-0.697043,0.728455
-0.728039,0.727150
-0.739458,0.705290
-0.731302,0.663527
-0.700958,0.603818
-0.652343,0.527143
-0.584478,0.433176
-0.500951,0.330399
-0.403721,0.217508
-0.294419,0.096786
-0.177286,-0.024915
-0.054932,-0.146942
0.068400,-0.264075
0.190753,-0.375335
0.305929,-0.473544
0.413599,-0.561312
0.509198,-0.632114
0.588809,-0.684644
0.654065,-0.719229
0.701701,-0.733585
0.726824,-0.726081
0.734655,-0.698674
0.718993,-0.653974
0.684734,-0.588393
0.631552,-0.508455
0.560097,-0.412530
0.472655,-0.306164
0.372162,-0.191642
0.261881,-0.071572
0.143770,0.051107
0.022069,0.172482
-0.099632,0.287983
-0.219701,0.393370
-0.332919,0.491253
-0.436348,0.573801
-0.529011,0.640361
-0.606338,0.688976
-0.667025,0.718667
-0.709441,0.728455
-0.730323,0.718341
-0.733912,0.687345
-0.715314,0.637751
-0.676487,0.569885
-0.619063,0.486033
-0.545651,0.387497
-0.455599,0.278521
-0.353148,0.163020
-0.241236,0.040340
-0.121819,-0.082339
0.000208,-0.201430
0.122888,-0.314648
0.241978,-0.422645
0.355196,-0.515960
0.457647,-0.595897
0.546720,-0.659847
0.621111,-0.704873
0.677230,-0.729344
0.715731,-0.733585
0.733349,-0.718250
0.730087,-0.681708
0.707247,-0.628525
0.663527,-0.555765
0.601208,-0.467671
0.521923,-0.367178
0.428934,-0.255918
0.322895,-0.137806
0.209025,-0.016432
0.086671,0.105922
-0.036008,0.225991
-0.157709,0.337904
-0.276147,0.441659
-0.386428,0.532690
-0.485616,0.609039
-0.571100,0.667442
-0.640597,0.709205
-0.691822,0.729434
-0.724450,0.729108
-0.735869,0.709531
-0.728691,0.669726
-0.699653,0.612628
-0.651690,0.535300
-0.585456,0.444596
-0.503235,0.341166
-0.406984,0.228275
-0.298986,0.108858
-0.183159,-0.013495
-0.061132,-0.136501
0.063179,-0.255592
0.185207,-0.366525
0.301034,-0.468323
0.408705,-0.558049
0.505609,-0.629830
0.588157,-0.685949
0.654391,-0.721187
0.701374,-0.738153
0.729434,-0.734564
0.735960,-0.707810
0.722256,-0.664415
0.688976,-0.601770
0.634814,-0.520528
0.562707,-0.426560
0.475592,-0.319542
0.375425,-0.203388
0.263839,-0.084297
0.145075,0.040014
0.021416,0.164325
-0.102895,0.280479
-0.222312,0.390434
-0.336834,0.488643
-0.441243,0.573148
-0.533252,0.641014
-0.610253,0.692239
-0.669309,0.723561
-0.711072,0.733349
-0.731628,0.725193
-0.732607,0.693544
-0.713683,0.645255
-0.673224,0.577716
-0.615147,0.494190
-0.539778,0.396959
-0.449073,0.288636
-0.346296,0.171829
-0.235036,0.051434
-0.116272,-0.071246
0.005102,-0.190989
0.127129,-0.306817
0.243936,-0.413835
0.354870,-0.508455
0.455689,-0.589698
